,image_id,patch_id,xmin,ymin,xmax,ymax
8969,9625,4,464,192,720,448
8970,13513,0,1885,30,2141,286
8971,13513,1,584,398,840,654
8972,13513,2,1380,722,1636,978
8973,13513,3,1461,732,1717,988
8974,13513,4,1042,443,1298,699
8975,12112,0,1076,376,1332,632
8976,12112,1,2057,309,2313,565
8977,12112,2,1915,135,2171,391
8978,12112,3,2138,189,2394,445
8979,12112,4,1187,226,1443,482
8980,8231,0,1933,624,2189,880
8981,8231,1,1108,24,1364,280
8982,8231,2,401,336,657,592
8983,8231,3,1411,1114,1667,1370
8984,8231,4,1183,1048,1439,1304
8985,5754,0,25,515,281,771
8986,5754,1,1126,213,1382,469
8987,5754,2,1150,372,1406,628
8988,5754,3,817,73,1073,329
8989,5754,4,1294,304,1550,560
8990,12638,0,1957,213,2213,469
8991,12638,1,1151,23,1407,279
8992,12638,2,1843,661,2099,917
8993,12638,3,426,178,682,434
8994,12638,4,1432,379,1688,635
8995,2916,0,1350,132,1606,388
8996,2916,1,1767,572,2023,828
8997,2916,2,1246,69,1502,325
8998,2916,3,1994,478,2250,734
8999,2916,4,1579,189,1835,445
9000,8183,0,876,269,1132,525
9001,8183,1,287,244,543,500
9002,8183,2,898,23,1154,279
9003,8183,3,848,201,1104,457
9004,8183,4,1320,408,1576,664
9005,1931,0,1941,272,2197,528
9006,1931,1,135,25,391,281
9007,1931,2,34,366,290,622
9008,1931,3,598,543,854,799
9009,1931,4,2226,99,2482,355
9010,5306,0,1466,155,1722,411
9011,5306,1,310,29,566,285
9012,5306,2,1237,515,1493,771
9013,5306,3,495,249,751,505
9014,5306,4,1413,609,1669,865
9015,1142,0,805,544,1061,800
9016,1142,1,1842,262,2098,518
9017,1142,2,1619,260,1875,516
9018,1142,3,1128,565,1384,821
9019,1142,4,1313,286,1569,542
9020,7415,0,244,348,500,604
9021,7415,1,1131,72,1387,328
9022,7415,2,1844,305,2100,561
9023,7415,3,93,354,349,610
9024,7415,4,1427,312,1683,568
9025,7772,0,293,538,549,794
9026,7772,1,1805,325,2061,581
9027,7772,2,1684,332,1940,588
9028,7772,3,55,448,311,704
9029,7772,4,2278,81,2534,337
9030,6886,0,1643,567,1899,823
9031,6886,1,1205,423,1461,679
9032,6886,2,1156,380,1412,636
9033,6886,3,1644,387,1900,643
9034,6886,4,1495,55,1751,311
9035,3014,0,644,92,900,348
9036,3014,1,87,182,343,438
9037,3014,2,507,596,763,852
9038,3014,3,834,157,1090,413
9039,3014,4,190,210,446,466
9040,1639,0,1582,270,1838,526
9041,1639,1,1740,353,1996,609
9042,1639,2,1891,625,2147,881
9043,1639,3,1761,464,2017,720
9044,1639,4,1826,98,2082,354
9045,3999,0,1792,339,2048,595
9046,3999,1,1398,371,1654,627
9047,3999,2,1492,339,1748,595
9048,3999,3,2057,436,2313,692
9049,3999,4,2051,360,2307,616
9050,6141,0,2050,711,2306,967
9051,6141,1,1468,595,1724,851
9052,6141,2,731,426,987,682
9053,6141,3,1071,135,1327,391
9054,6141,4,2372,509,2628,765
9055,2968,0,1514,301,1770,557
9056,2968,1,967,36,1223,292
9057,2968,2,298,521,554,777
9058,2968,3,809,526,1065,782
9059,2968,4,465,514,721,770
9060,13224,0,2407,468,2663,724
9061,13224,1,1497,359,1753,615
9062,13224,2,1564,52,1820,308
9063,13224,3,627,347,883,603
9064,13224,4,2174,1214,2430,1470
9065,9647,0,1770,529,2026,785
9066,9647,1,1984,632,2240,888
9067,9647,2,1419,557,1675,813
9068,9647,3,508,246,764,502
9069,9647,4,1473,970,1729,1226
9070,9194,0,870,268,1126,524
9071,9194,1,2121,137,2377,393
9072,9194,2,1008,222,1264,478
9073,9194,3,1694,38,1950,294
9074,9194,4,745,47,1001,303
9075,9295,0,1285,63,1541,319
9076,9295,1,1295,546,1551,802
9077,9295,2,560,499,816,755
9078,9295,3,2428,283,2684,539
9079,9295,4,1757,946,2013,1202
9080,1525,0,1832,195,2088,451
9081,1525,1,2407,128,2663,384
9082,1525,2,904,197,1160,453
9083,1525,3,1567,634,1823,890
9084,1525,4,1136,400,1392,656
9085,5066,0,2218,563,2474,819
9086,5066,1,2427,43,2683,299
9087,5066,2,815,734,1071,990
9088,5066,3,1543,688,1799,944
9089,5066,4,2242,683,2498,939
9090,12216,0,2315,174,2571,430
9091,12216,1,1456,125,1712,381
9092,12216,2,2548,189,2804,445
9093,12216,3,962,18,1218,274
9094,12216,4,1406,220,1662,476
9095,804,0,579,198,835,454
9096,804,1,2194,94,2450,350
9097,804,2,1067,634,1323,890
9098,804,3,1345,743,1601,999
9099,804,4,610,165,866,421
9100,9204,0,1504,1005,1760,1261
9101,9204,1,1989,718,2245,974
9102,9204,2,1609,149,1865,405
9103,9204,3,1765,169,2021,425
9104,9204,4,661,240,917,496
9105,3506,0,1940,281,2196,537
9106,3506,1,162,181,418,437
9107,3506,2,1313,342,1569,598
9108,3506,3,1746,168,2002,424
9109,3506,4,561,10,817,266
9110,841,0,1421,190,1677,446
9111,841,1,758,221,1014,477
9112,841,2,1425,79,1681,335
9113,841,3,1748,208,2004,464
9114,841,4,2097,535,2353,791
9115,9452,0,1504,748,1760,1004
9116,9452,1,630,573,886,829
9117,9452,2,1370,297,1626,553
9118,9452,3,1598,157,1854,413
9119,9452,4,2026,528,2282,784
9120,7272,0,1265,484,1521,740
9121,7272,1,67,244,323,500
9122,7272,2,59,260,315,516
9123,7272,3,2433,229,2689,485
9124,7272,4,364,708,620,964
9125,5334,0,1449,458,1705,714
9126,5334,1,2338,19,2594,275
9127,5334,2,732,586,988,842
9128,5334,3,184,102,440,358
9129,5334,4,2197,96,2453,352
9130,8024,0,511,505,767,761
9131,8024,1,1309,402,1565,658
9132,8024,2,562,527,818,783
9133,8024,3,374,561,630,817
9134,8024,4,2258,22,2514,278
9135,3741,0,689,351,945,607
9136,3741,1,1149,730,1405,986
9137,3741,2,888,810,1144,1066
9138,3741,3,289,35,545,291
9139,3741,4,1662,232,1918,488
9140,1772,0,1006,267,1262,523
9141,1772,1,1321,880,1577,1136
9142,1772,2,2464,300,2720,556
9143,1772,3,1123,555,1379,811
9144,1772,4,1210,2,1466,258
9145,9497,0,1735,413,1991,669
9146,9497,1,1891,44,2147,300
9147,9497,2,1937,233,2193,489
9148,9497,3,2656,23,2912,279
9149,9497,4,24,282,280,538
9150,933,0,1332,34,1588,290
9151,933,1,1245,89,1501,345
9152,933,2,838,155,1094,411
9153,933,3,1174,141,1430,397
9154,933,4,1148,213,1404,469
9155,10418,0,925,608,1181,864
9156,10418,1,957,683,1213,939
9157,10418,2,980,624,1236,880
9158,10418,3,1127,643,1383,899
9159,10418,4,1706,481,1962,737
9160,4658,0,1441,61,1697,317
9161,4658,1,30,117,286,373
9162,4658,2,1762,9,2018,265
9163,4658,3,29,476,285,732
9164,4658,4,929,179,1185,435
9165,2781,0,79,750,335,1006
9166,2781,1,2184,136,2440,392
9167,2781,2,468,460,724,716
9168,2781,3,158,343,414,599
9169,2781,4,1426,577,1682,833
9170,6281,0,128,72,384,328
9171,6281,1,1377,1152,1633,1408
9172,6281,2,1810,775,2066,1031
9173,6281,3,96,254,352,510
9174,6281,4,738,889,994,1145
9175,1381,0,2285,695,2541,951
9176,1381,1,606,466,862,722
9177,1381,2,1873,863,2129,1119
9178,1381,3,1843,781,2099,1037
9179,1381,4,1372,504,1628,760
9180,432,0,506,773,762,1029
9181,432,1,1931,497,2187,753
9182,432,2,1525,414,1781,670
9183,432,3,1489,766,1745,1022
9184,432,4,1263,227,1519,483
9185,13707,0,1999,433,2255,689
9186,13707,1,1949,97,2205,353
9187,13707,2,800,66,1056,322
9188,13707,3,1073,99,1329,355
9189,13707,4,1425,588,1681,844
9190,11666,0,1890,792,2146,1048
9191,11666,1,2087,501,2343,757
9192,11666,2,699,79,955,335
9193,11666,3,1231,532,1487,788
9194,11666,4,1757,820,2013,1076
9195,10860,0,831,197,1087,453
9196,10860,1,1505,532,1761,788
9197,10860,2,1143,617,1399,873
9198,10860,3,1760,543,2016,799
9199,10860,4,1805,829,2061,1085
9200,4365,0,503,879,759,1135
9201,4365,1,2184,407,2440,663
9202,4365,2,1492,906,1748,1162
9203,4365,3,494,651,750,907
9204,4365,4,490,617,746,873
9205,6037,0,3053,1,3309,257
9206,6037,1,1530,63,1786,319
9207,6037,2,1913,155,2169,411
9208,6037,3,164,843,420,1099
9209,6037,4,2116,914,2372,1170
9210,13801,0,1284,103,1540,359
9211,13801,1,1510,570,1766,826
9212,13801,2,1309,402,1565,658
9213,13801,3,893,172,1149,428
9214,13801,4,1352,61,1608,317
9215,619,0,893,414,1149,670
9216,619,1,42,577,298,833
9217,619,2,1557,73,1813,329
9218,619,3,1977,291,2233,547
9219,619,4,601,70,857,326
9220,898,0,2213,213,2469,469
9221,898,1,1411,602,1667,858
9222,898,2,996,108,1252,364
9223,898,3,674,222,930,478
9224,898,4,922,432,1178,688
9225,13292,0,723,417,979,673
9226,13292,1,1004,78,1260,334
9227,13292,2,1441,195,1697,451
9228,13292,3,1766,171,2022,427
9229,13292,4,202,47,458,303
9230,13422,0,265,119,521,375
9231,13422,1,719,611,975,867
9232,13422,2,1882,169,2138,425
9233,13422,3,1385,191,1641,447
9234,13422,4,133,181,389,437
9235,1767,0,1908,1152,2164,1408
9236,1767,1,1138,265,1394,521
9237,1767,2,2622,285,2878,541
9238,1767,3,2416,976,2672,1232
9239,1767,4,2032,837,2288,1093
9240,6858,0,1314,334,1570,590
9241,6858,1,1175,631,1431,887
9242,6858,2,1470,273,1726,529
9243,6858,3,1688,356,1944,612
9244,6858,4,28,312,284,568
9245,10103,0,1351,185,1607,441
9246,10103,1,973,364,1229,620
9247,10103,2,679,67,935,323
9248,10103,3,841,240,1097,496
9249,10103,4,1657,433,1913,689
9250,2316,0,105,373,361,629
9251,2316,1,1091,545,1347,801
9252,2316,2,1246,184,1502,440
9253,2316,3,1334,352,1590,608
9254,2316,4,1347,504,1603,760
9255,9884,0,1885,626,2141,882
9256,9884,1,1446,528,1702,784
9257,9884,2,1257,233,1513,489
9258,9884,3,2513,821,2769,1077
9259,9884,4,1183,691,1439,947
9260,9102,0,1564,164,1820,420
9261,9102,1,1330,202,1586,458
9262,9102,2,688,292,944,548
9263,9102,3,1415,146,1671,402
9264,9102,4,821,346,1077,602
9265,1910,0,613,16,869,272
9266,1910,1,576,1,832,257
9267,1910,2,249,375,505,631
9268,1910,3,751,292,1007,548
9269,1910,4,1791,241,2047,497
9270,7752,0,948,122,1204,378
9271,7752,1,1473,637,1729,893
9272,7752,2,1814,13,2070,269
9273,7752,3,901,124,1157,380
9274,7752,4,1465,495,1721,751
9275,13240,0,611,350,867,606
9276,13240,1,1611,617,1867,873
9277,13240,2,1873,758,2129,1014
9278,13240,3,2234,167,2490,423
9279,13240,4,1775,98,2031,354
9280,13648,0,697,157,953,413
9281,13648,1,1778,486,2034,742
9282,13648,2,380,404,636,660
9283,13648,3,1966,393,2222,649
9284,13648,4,543,558,799,814
9285,11404,0,2056,200,2312,456
9286,11404,1,2290,140,2546,396
9287,11404,2,915,114,1171,370
9288,11404,3,707,217,963,473
9289,11404,4,1165,78,1421,334
9290,3791,0,777,555,1033,811
9291,3791,1,739,157,995,413
9292,3791,2,1992,347,2248,603
9293,3791,3,1707,309,1963,565
9294,3791,4,1677,471,1933,727
9295,775,0,1548,633,1804,889
9296,775,1,2295,256,2551,512
9297,775,2,1661,162,1917,418
9298,775,3,892,195,1148,451
9299,775,4,1076,845,1332,1101
9300,6050,0,2271,87,2527,343
9301,6050,1,1985,601,2241,857
9302,6050,2,1722,210,1978,466
9303,6050,3,1428,955,1684,1211
9304,6050,4,1823,482,2079,738
9305,11252,0,2232,61,2488,317
9306,11252,1,1260,33,1516,289
9307,11252,2,454,192,710,448
9308,11252,3,1353,507,1609,763
9309,11252,4,704,28,960,284
9310,5325,0,517,302,773,558
9311,5325,1,2004,660,2260,916
9312,5325,2,697,72,953,328
9313,5325,3,654,543,910,799
9314,5325,4,2721,71,2977,327
9315,9959,0,1779,609,2035,865
9316,9959,1,1506,31,1762,287
9317,9959,2,674,74,930,330
9318,9959,3,1110,861,1366,1117
9319,9959,4,2271,653,2527,909
9320,2541,0,1395,714,1651,970
9321,2541,1,587,532,843,788
9322,2541,2,414,304,670,560
9323,2541,3,2098,449,2354,705
9324,2541,4,791,588,1047,844
9325,2869,0,922,437,1178,693
9326,2869,1,624,163,880,419
9327,2869,2,1515,630,1771,886
9328,2869,3,1179,707,1435,963
9329,2869,4,1826,452,2082,708
9330,12081,0,134,459,390,715
9331,12081,1,826,420,1082,676
9332,12081,2,2537,5,2793,261
9333,12081,3,659,681,915,937
9334,12081,4,1208,607,1464,863
9335,11948,0,58,163,314,419
9336,11948,1,379,596,635,852
9337,11948,2,904,493,1160,749
9338,11948,3,818,326,1074,582
9339,11948,4,853,213,1109,469
9340,8112,0,93,87,349,343
9341,8112,1,1893,363,2149,619
9342,8112,2,271,216,527,472
9343,8112,3,1622,626,1878,882
9344,8112,4,2204,492,2460,748
9345,8217,0,2375,640,2631,896
9346,8217,1,2327,418,2583,674
9347,8217,2,76,622,332,878
9348,8217,3,1580,720,1836,976
9349,8217,4,2081,43,2337,299
9350,160,0,645,465,901,721
9351,160,1,5,313,261,569
9352,160,2,102,726,358,982
9353,160,3,1547,376,1803,632
9354,160,4,1877,701,2133,957
9355,10344,0,1694,759,1950,1015
9356,10344,1,1809,381,2065,637
9357,10344,2,1547,506,1803,762
9358,10344,3,2683,689,2939,945
9359,10344,4,1697,31,1953,287
9360,2379,0,1466,258,1722,514
9361,2379,1,1199,677,1455,933
9362,2379,2,1475,893,1731,1149
9363,2379,3,1858,465,2114,721
9364,2379,4,2466,251,2722,507
9365,10854,0,1042,200,1298,456
9366,10854,1,957,426,1213,682
9367,10854,2,2084,290,2340,546
9368,10854,3,1968,152,2224,408
9369,10854,4,1571,300,1827,556
9370,1498,0,716,243,972,499
9371,1498,1,1456,560,1712,816
9372,1498,2,6,263,262,519
9373,1498,3,1506,243,1762,499
9374,1498,4,244,148,500,404
9375,11990,0,1243,379,1499,635
9376,11990,1,1913,580,2169,836
9377,11990,2,1921,1276,2177,1532
9378,11990,3,478,1113,734,1369
9379,11990,4,1249,1136,1505,1392
9380,13750,0,1311,766,1567,1022
9381,13750,1,698,400,954,656
9382,13750,2,1978,61,2234,317
9383,13750,3,577,91,833,347
9384,13750,4,532,117,788,373
9385,7905,0,367,358,623,614
9386,7905,1,714,168,970,424
9387,7905,2,1228,608,1484,864
9388,7905,3,1021,475,1277,731
9389,7905,4,416,62,672,318
9390,1202,0,2773,78,3029,334
9391,1202,1,2016,300,2272,556
9392,1202,2,1447,644,1703,900
9393,1202,3,1430,54,1686,310
9394,1202,4,1956,740,2212,996
9395,10540,0,1637,38,1893,294
9396,10540,1,1170,608,1426,864
9397,10540,2,1535,469,1791,725
9398,10540,3,904,405,1160,661
9399,10540,4,273,731,529,987
9400,7966,0,1255,565,1511,821
9401,7966,1,2496,5,2752,261
9402,7966,2,1824,609,2080,865
9403,7966,3,904,712,1160,968
9404,7966,4,605,120,861,376
9405,9633,0,276,179,532,435
9406,9633,1,1988,98,2244,354
9407,9633,2,586,154,842,410
9408,9633,3,207,70,463,326
9409,9633,4,245,304,501,560
9410,2209,0,1264,369,1520,625
9411,2209,1,1667,256,1923,512
9412,2209,2,1523,434,1779,690
9413,2209,3,1225,602,1481,858
9414,2209,4,299,71,555,327
9415,7212,0,1074,878,1330,1134
9416,7212,1,950,256,1206,512
9417,7212,2,472,200,728,456
9418,7212,3,1475,1024,1731,1280
9419,7212,4,779,355,1035,611
9420,11599,0,232,83,488,339
9421,11599,1,977,677,1233,933
9422,11599,2,607,275,863,531
9423,11599,3,1033,495,1289,751
9424,11599,4,946,144,1202,400
9425,1074,0,2401,219,2657,475
9426,1074,1,1609,218,1865,474
9427,1074,2,2359,269,2615,525
9428,1074,3,1879,215,2135,471
9429,1074,4,1337,560,1593,816
9430,11205,0,1470,374,1726,630
9431,11205,1,1687,537,1943,793
9432,11205,2,423,122,679,378
9433,11205,3,1853,386,2109,642
9434,11205,4,744,291,1000,547
9435,6766,0,660,286,916,542
9436,6766,1,991,752,1247,1008
9437,6766,2,1608,533,1864,789
9438,6766,3,365,296,621,552
9439,6766,4,673,710,929,966
9440,224,0,1553,86,1809,342
9441,224,1,237,335,493,591
9442,224,2,3,100,259,356
9443,224,3,2049,493,2305,749
9444,224,4,1923,129,2179,385
9445,8277,0,1865,627,2121,883
9446,8277,1,2244,734,2500,990
9447,8277,2,2180,587,2436,843
9448,8277,3,503,83,759,339
9449,8277,4,2208,818,2464,1074
9450,3770,0,1672,472,1928,728
9451,3770,1,1221,368,1477,624
9452,3770,2,1625,673,1881,929
9453,3770,3,1432,30,1688,286
9454,3770,4,1089,640,1345,896
9455,10043,0,1510,681,1766,937
9456,10043,1,1518,871,1774,1127
9457,10043,2,964,859,1220,1115
9458,10043,3,1562,294,1818,550
9459,10043,4,1661,499,1917,755
9460,835,0,1112,708,1368,964
9461,835,1,1134,279,1390,535
9462,835,2,1638,92,1894,348
9463,835,3,1891,841,2147,1097
9464,835,4,1759,779,2015,1035
9465,6494,0,1920,78,2176,334
9466,6494,1,1296,703,1552,959
9467,6494,2,877,580,1133,836
9468,6494,3,1602,566,1858,822
9469,6494,4,727,230,983,486
9470,9774,0,1574,431,1830,687
9471,9774,1,2315,61,2571,317
9472,9774,2,1430,22,1686,278
9473,9774,3,947,418,1203,674
9474,9774,4,1541,603,1797,859
9475,166,0,365,765,621,1021
9476,166,1,946,176,1202,432
9477,166,2,1822,287,2078,543
9478,166,3,317,360,573,616
9479,166,4,457,356,713,612
9480,13804,0,1432,564,1688,820
9481,13804,1,1458,133,1714,389
9482,13804,2,998,586,1254,842
9483,13804,3,1957,459,2213,715
9484,13804,4,2542,86,2798,342
9485,11949,0,1559,171,1815,427
9486,11949,1,1391,625,1647,881
9487,11949,2,1557,803,1813,1059
9488,11949,3,248,341,504,597
9489,11949,4,1517,277,1773,533
9490,10785,0,1852,214,2108,470
9491,10785,1,996,191,1252,447
9492,10785,2,879,244,1135,500
9493,10785,3,1984,355,2240,611
9494,10785,4,818,106,1074,362
9495,10147,0,1337,382,1593,638
9496,10147,1,1462,559,1718,815
9497,10147,2,2183,5,2439,261
9498,10147,3,1117,235,1373,491
9499,10147,4,510,484,766,740
9500,8949,0,9,709,265,965
9501,8949,1,259,224,515,480
9502,8949,2,595,470,851,726
9503,8949,3,613,378,869,634
9504,8949,4,1806,583,2062,839
9505,11828,0,1455,593,1711,849
9506,11828,1,2419,105,2675,361
9507,11828,2,2269,219,2525,475
9508,11828,3,1560,354,1816,610
9509,11828,4,1260,382,1516,638
9510,8265,0,650,318,906,574
9511,8265,1,1814,63,2070,319
9512,8265,2,1712,609,1968,865
9513,8265,3,1039,47,1295,303
9514,8265,4,2386,168,2642,424
9515,10564,0,456,552,712,808
9516,10564,1,729,654,985,910
9517,10564,2,1803,269,2059,525
9518,10564,3,1517,599,1773,855
9519,10564,4,1811,335,2067,591
9520,11676,0,2186,129,2442,385
9521,11676,1,2441,322,2697,578
9522,11676,2,1665,387,1921,643
9523,11676,3,574,122,830,378
9524,11676,4,1345,673,1601,929
9525,8602,0,1366,189,1622,445
9526,8602,1,1227,306,1483,562
9527,8602,2,39,276,295,532
9528,8602,3,1861,1,2117,257
9529,8602,4,972,110,1228,366
9530,11377,0,1754,372,2010,628
9531,11377,1,2190,374,2446,630
9532,11377,2,1321,836,1577,1092
9533,11377,3,151,776,407,1032
9534,11377,4,1646,40,1902,296
9535,12483,0,1308,182,1564,438
9536,12483,1,1394,242,1650,498
9537,12483,2,1644,2,1900,258
9538,12483,3,1648,519,1904,775
9539,12483,4,1594,399,1850,655
9540,8149,0,703,127,959,383
9541,8149,1,393,104,649,360
9542,8149,2,1397,647,1653,903
9543,8149,3,44,359,300,615
9544,8149,4,858,788,1114,1044
9545,6749,0,2207,148,2463,404
9546,6749,1,854,92,1110,348
9547,6749,2,2297,223,2553,479
9548,6749,3,1089,249,1345,505
9549,6749,4,908,302,1164,558
9550,3449,0,1140,751,1396,1007
9551,3449,1,1554,786,1810,1042
9552,3449,2,1173,623,1429,879
9553,3449,3,1626,21,1882,277
9554,3449,4,39,848,295,1104
9555,4581,0,622,223,878,479
9556,4581,1,1441,575,1697,831
9557,4581,2,2209,88,2465,344
9558,4581,3,1784,447,2040,703
9559,4581,4,2165,322,2421,578
9560,6726,0,119,42,375,298
9561,6726,1,335,35,591,291
9562,6726,2,24,553,280,809
9563,6726,3,1322,437,1578,693
9564,6726,4,591,140,847,396
9565,13818,0,1754,277,2010,533
9566,13818,1,968,106,1224,362
9567,13818,2,1227,131,1483,387
9568,13818,3,2266,293,2522,549
9569,13818,4,1690,356,1946,612
9570,5602,0,846,56,1102,312
9571,5602,1,1411,682,1667,938
9572,5602,2,1143,690,1399,946
9573,5602,3,1943,143,2199,399
9574,5602,4,1248,1102,1504,1358
9575,12237,0,752,492,1008,748
9576,12237,1,2,550,258,806
9577,12237,2,652,624,908,880
9578,12237,3,2141,190,2397,446
9579,12237,4,2148,1071,2404,1327
9580,2726,0,1097,153,1353,409
9581,2726,1,321,211,577,467
9582,2726,2,1554,567,1810,823
9583,2726,3,1104,619,1360,875
9584,2726,4,855,555,1111,811
9585,6427,0,7,353,263,609
9586,6427,1,1899,748,2155,1004
9587,6427,2,1941,918,2197,1174
9588,6427,3,632,595,888,851
9589,6427,4,1060,955,1316,1211
9590,5760,0,1265,204,1521,460
9591,5760,1,715,214,971,470
9592,5760,2,413,673,669,929
9593,5760,3,772,498,1028,754
9594,5760,4,1491,671,1747,927
9595,5972,0,761,144,1017,400
9596,5972,1,2438,302,2694,558
9597,5972,2,1879,359,2135,615
9598,5972,3,533,64,789,320
9599,5972,4,1060,877,1316,1133
9600,9748,0,2096,160,2352,416
9601,9748,1,1171,203,1427,459
9602,9748,2,786,136,1042,392
9603,9748,3,1731,313,1987,569
9604,9748,4,1940,339,2196,595
9605,8600,0,1095,280,1351,536
9606,8600,1,2055,513,2311,769
9607,8600,2,1753,334,2009,590
9608,8600,3,1415,546,1671,802
9609,8600,4,527,43,783,299
9610,11299,0,1007,326,1263,582
9611,11299,1,1089,663,1345,919
9612,11299,2,2147,475,2403,731
9613,11299,3,660,820,916,1076
9614,11299,4,2300,456,2556,712
9615,4119,0,1218,698,1474,954
9616,4119,1,1219,568,1475,824
9617,4119,2,716,61,972,317
9618,4119,3,1938,632,2194,888
9619,4119,4,1327,767,1583,1023
9620,6729,0,1882,423,2138,679
9621,6729,1,1702,605,1958,861
9622,6729,2,1785,413,2041,669
9623,6729,3,2803,210,3059,466
9624,6729,4,2437,97,2693,353
9625,13753,0,1037,350,1293,606
9626,13753,1,40,142,296,398
9627,13753,2,1935,401,2191,657
9628,13753,3,1220,323,1476,579
9629,13753,4,366,585,622,841
9630,13431,0,1910,333,2166,589
9631,13431,1,2096,88,2352,344
9632,13431,2,1630,233,1886,489
9633,13431,3,1846,379,2102,635
9634,13431,4,387,488,643,744
9635,6958,0,1094,1060,1350,1316
9636,6958,1,607,742,863,998
9637,6958,2,121,424,377,680
9638,6958,3,2514,708,2770,964
9639,6958,4,1656,55,1912,311
9640,3519,0,1178,426,1434,682
9641,3519,1,1181,1224,1437,1480
9642,3519,2,1186,210,1442,466
9643,3519,3,715,122,971,378
9644,3519,4,2187,194,2443,450
9645,12935,0,208,552,464,808
9646,12935,1,113,478,369,734
9647,12935,2,1496,458,1752,714
9648,12935,3,1704,1012,1960,1268
9649,12935,4,1714,870,1970,1126
9650,9788,0,1473,475,1729,731
9651,9788,1,1870,156,2126,412
9652,9788,2,440,100,696,356
9653,9788,3,554,212,810,468
9654,9788,4,1843,80,2099,336
9655,2655,0,396,725,652,981
9656,2655,1,1642,234,1898,490
9657,2655,2,1370,445,1626,701
9658,2655,3,582,960,838,1216
9659,2655,4,793,323,1049,579
9660,6248,0,1924,364,2180,620
9661,6248,1,1825,382,2081,638
9662,6248,2,1988,164,2244,420
9663,6248,3,1817,188,2073,444
9664,6248,4,1659,440,1915,696
9665,2275,0,1145,696,1401,952
9666,2275,1,611,807,867,1063
9667,2275,2,922,747,1178,1003
9668,2275,3,1898,530,2154,786
9669,2275,4,175,142,431,398
9670,9002,0,1360,970,1616,1226
9671,9002,1,2131,768,2387,1024
9672,9002,2,1661,38,1917,294
9673,9002,3,1526,381,1782,637
9674,9002,4,1364,322,1620,578
9675,6535,0,1964,362,2220,618
9676,6535,1,2352,917,2608,1173
9677,6535,2,1479,711,1735,967
9678,6535,3,905,521,1161,777
9679,6535,4,143,503,399,759
9680,13108,0,372,271,628,527
9681,13108,1,1011,275,1267,531
9682,13108,2,1536,738,1792,994
9683,13108,3,932,309,1188,565
9684,13108,4,2263,229,2519,485
9685,11759,0,1538,463,1794,719
9686,11759,1,1439,40,1695,296
9687,11759,2,536,287,792,543
9688,11759,3,2190,16,2446,272
9689,11759,4,1006,651,1262,907
9690,8126,0,714,283,970,539
9691,8126,1,326,685,582,941
9692,8126,2,1604,435,1860,691
9693,8126,3,1700,174,1956,430
9694,8126,4,2122,318,2378,574
9695,12491,0,1057,497,1313,753
9696,12491,1,1099,950,1355,1206
9697,12491,2,2060,40,2316,296
9698,12491,3,1140,1078,1396,1334
9699,12491,4,923,686,1179,942
9700,2558,0,632,275,888,531
9701,2558,1,286,162,542,418
9702,2558,2,2233,510,2489,766
9703,2558,3,850,351,1106,607
9704,2558,4,2047,621,2303,877
9705,1952,0,2123,119,2379,375
9706,1952,1,2520,59,2776,315
9707,1952,2,1086,10,1342,266
9708,1952,3,1231,76,1487,332
9709,1952,4,1741,461,1997,717
9710,1812,0,1846,492,2102,748
9711,1812,1,1515,468,1771,724
9712,1812,2,1585,772,1841,1028
9713,1812,3,1339,895,1595,1151
9714,1812,4,1278,217,1534,473
9715,10721,0,1797,307,2053,563
9716,10721,1,927,30,1183,286
9717,10721,2,1235,795,1491,1051
9718,10721,3,1417,381,1673,637
9719,10721,4,1670,32,1926,288
9720,13394,0,1016,323,1272,579
9721,13394,1,1422,184,1678,440
9722,13394,2,673,35,929,291
9723,13394,3,1985,440,2241,696
9724,13394,4,621,313,877,569
9725,2435,0,1438,306,1694,562
9726,2435,1,1325,858,1581,1114
9727,2435,2,891,115,1147,371
9728,2435,3,1293,790,1549,1046
9729,2435,4,1411,637,1667,893
9730,12246,0,1232,312,1488,568
9731,12246,1,1587,59,1843,315
9732,12246,2,962,781,1218,1037
9733,12246,3,2264,101,2520,357
9734,12246,4,1465,158,1721,414
9735,906,0,3073,103,3329,359
9736,906,1,1690,365,1946,621
9737,906,2,607,91,863,347
9738,906,3,1437,18,1693,274
9739,906,4,2995,227,3251,483
9740,8831,0,846,98,1102,354
9741,8831,1,1355,377,1611,633
9742,8831,2,1198,704,1454,960
9743,8831,3,1506,807,1762,1063
9744,8831,4,1125,510,1381,766
9745,13629,0,873,650,1129,906
9746,13629,1,2142,154,2398,410
9747,13629,2,1599,1099,1855,1355
9748,13629,3,1343,899,1599,1155
9749,13629,4,219,197,475,453
9750,13715,0,114,267,370,523
9751,13715,1,984,821,1240,1077
9752,13715,2,41,621,297,877
9753,13715,3,1031,424,1287,680
9754,13715,4,470,565,726,821
9755,6450,0,1420,813,1676,1069
9756,6450,1,485,439,741,695
9757,6450,2,1753,848,2009,1104
9758,6450,3,258,99,514,355
9759,6450,4,2373,444,2629,700
9760,5319,0,2307,49,2563,305
9761,5319,1,1856,196,2112,452
9762,5319,2,222,313,478,569
9763,5319,3,78,133,334,389
9764,5319,4,411,500,667,756
9765,13349,0,930,126,1186,382
9766,13349,1,1174,529,1430,785
9767,13349,2,2101,392,2357,648
